Query,Classification,Intensity
Looking to learn about impact investing. Where should I start?,Business,1
Curious about investing and the stock market. Any beginner-friendly resources?,Business,1
Want to delve into supply chain management. Any relevant clubs or materials?,Business,1
Exploring sports management. Where can I find resources related to this field?,Business,1
Seeking beginner-friendly business clubs. Any recommendations?,Business,1
Where can I learn about impact investing? I'm new to this area.,Business,1
Interested in stock market basics. Any beginner-friendly resources?,Business,1
Want to explore supply chain management. Any clubs or materials available?,Business,1
Aspiring sports management student. Where can I find relevant resources?,Business,1
New to the business world. Any beginner-friendly clubs?,Business,1
Looking to learn about impact investing. Any starting points?,Business,1
Curious about investing. Where can I find beginner-friendly resources?,Business,1
Interested in supply chain management. Any relevant clubs or materials?,Business,1
Exploring sports management. Where can I find resources?,Business,1
Seeking beginner-friendly business clubs. Any suggestions?,Business,1
Where can I learn about impact investing? I'm just starting out.,Business,1
Where can I learn about cultural diversity and inclusivity? I'm new to this area and looking for beginner-friendly resources.,Culture,1
I'm curious about different cultural practices. Any recommendations for beginner-friendly materials?,Culture,1
Want to explore supply chain management. Any relevant clubs or materials?,Culture,1
As a student interested in cultural studies where can I find resources related to this field?,Culture,1
New to the cultural sphere. Any beginner-friendly clubs?,Culture,1
Looking to learn about cultural diversity. Where should I start?,Culture,1
Curious about cultural practices. Where can I find beginner-friendly resources?,Culture,1
Interested in exploring cultural topics. Any relevant clubs or materials?,Culture,1
Seeking beginner-friendly cultural clubs. Any recommendations?,Culture,1
Where can I learn about cultural diversity? I'm just starting out.,Culture,1
Want to delve into cultural practices. Any beginner-friendly resources?,Culture,1
Is there a cultural club for newcomers? I want to learn and have fun.,Culture,1
Seeking a relaxed cultural group. Not interested in high intensity.,Culture,1
Where can I explore cultural topics? I'm not aiming for anything serious.,Culture,1
Interested in cultural studies. Any relevant clubs or materials?,Culture,1
Exploring cultural diversity. Where can I find resources?,Culture,1
Looking for a cultural group with a chill atmosphere. No pressure.,Culture,1
Where can I casually learn about cultural practices? Not seeking a big commitment.,Culture,1
Want to join a cultural club. Any options for beginners?,Culture,1
Is there a cultural group for new learners? I want to explore.,Culture,1
Seeking a relaxed cultural club. Not looking for intense involvement.,Culture,1
Where can I learn about proposing changes to campus policies? I'm new to this area and looking for beginner-friendly resources.,Government,1
Interested in effective legislation writing. Are there any workshops offered?,Government,1
Never been involved in student politics. Where can I start?,Government,1
Looking for low-intensity positions in student government or school board.,Government,1
New to politics and the student body. What different government bodies are there?,Government,1
Want to explore campus policy changes. Any beginner-friendly resources?,Government,1
Curious about legislation writing. Any workshops available?,Government,1
Seeking a low-key introduction to student politics.,Government,1
Where can I find low-intensity roles in student government?,Government,1
Interested in learning about government structures. Where should I start?,Government,1
Want to propose changes to campus policies. Any resources?,Government,1
Curious about legislation workshops. Where can I find them?,Government,1
New to student politics. Any beginner-friendly options?,Government,1
Looking for low-intensity positions in student government.,Government,1
Where can I explore government structures? I'm just starting out.,Government,1
Want to learn about campus policy changes. Any resources?,Government,1
Curious about legislation writing. Any beginner workshops?,Government,1
Seeking an introduction to student politics. Not looking for intense involvement.,Government,1
Where can I find low-intensity roles in student government?,Government,1
Interested in learning about government bodies. Any starting points?,Government,1
Where can I learn about different graduate school programs? I'm new to this area and looking for beginner-friendly information sessions.,Professional,1
Is there a professional development club for students in my major? I want to explore and learn.,Professional,1
Interested in professional etiquette. Any workshops happening on campus?,Professional,1
Where can I learn about resume development and interview skills?,Professional,1
Looking for online resources to improve my business writing.,Professional,1
Curious about graduate school programs. Any beginner-friendly info sessions?,Professional,1
Is there a club for professional development in my major? I'm new to this.,Professional,1
Want to explore professional etiquette. Any workshops available?,Professional,1
Where can I find resume and interview preparation resources?,Professional,1
Interested in improving business writing skills. Any online resources?,Professional,1
Seeking beginner-friendly graduate school program information sessions.,Professional,1
Is there a professional development club for my major? I want to learn.,Professional,1
Curious about professional etiquette. Any workshops on campus?,Professional,1
Where can I learn about resume writing and interview techniques?,Professional,1
Looking for resources to enhance business writing skills.,Professional,1
Want to explore graduate school programs. Any info sessions?,Professional,1
Is there a club focused on professional development in my major?,Professional,1
Interested in learning professional etiquette. Any workshops?,Professional,1
Where can I find resume and interview preparation resources?,Professional,1
Seeking beginner-friendly business writing improvement resources.,Professional,1
Where can I learn about different religious practices and beliefs represented on campus? I'm new to this area and looking for beginner-friendly resources.,Religion,1
I'm interested in exploring spiritual practices that resonate with me. Any recommendations for beginner-friendly groups?,Religion,1
Which churches temples and mosques are available for weekly visits? I want to learn more about different faiths.,Religion,1
Where can I discover opportunities for religious exploration and discussion on campus? I'm not seeking intense involvement.,Religion,1
I'm seeking guidance on where to explore my spirituality in a college setting. Any suggestions for low-key options?,Religion,1
Curious about religious practices and beliefs on campus. Any beginner-friendly resources?,Religion,1
Interested in exploring spirituality. Any recommendations for beginner-friendly groups?,Religion,1
Which places of worship can I visit weekly? I want to learn about different faiths.,Religion,1
Where can I find opportunities for religious exploration and discussion? Not looking for intense involvement.,Religion,1
Seeking guidance on exploring spirituality in a college setting. Any low-key options?,Religion,1
Want to learn about religious practices and beliefs. Any beginner-friendly resources?,Religion,1
Curious about spiritual exploration. Any beginner-friendly groups?,Religion,1
Which churches temples and mosques are available for weekly visits? I want to explore different faiths.,Religion,1
Where can I discover opportunities for religious exploration and discussion? Not seeking intense involvement.,Religion,1
Seeking guidance on exploring spirituality in a college setting. Any low-key options?,Religion,1
Want to learn about religious practices and beliefs. Any beginner-friendly resources?,Religion,1
Curious about spiritual exploration. Any beginner-friendly groups?,Religion,1
Which places of worship can I visit weekly? I want to explore different faiths.,Religion,1
Where can I find opportunities for religious exploration and discussion? Not looking for intense involvement.,Religion,1
Seeking guidance on exploring spirituality in a college setting. Any low-key options?,Religion,1
Want to learn about religious practices and beliefs. Any beginner-friendly resources?,Religion,1
Where can I learn about different volunteer opportunities? I'm new to this area and looking for beginner-friendly options.,Service,1
I want to explore weekly volunteering opportunities in my local area. Any recommendations?,Service,1
Looking for volunteer work I can do occasionally around campus. Not seeking a big time commitment.,Service,1
Interested in community service projects. Where can I start?,Service,1
New to volunteer work. Any organizations that can get me started?,Service,1
Curious about volunteer opportunities. Where should I begin?,Service,1
Want to learn about local weekly volunteering options. Any suggestions?,Service,1
Seeking occasional volunteer work around campus. Not looking for intense involvement.,Service,1
Where can I find community service projects? I'm new to this.,Service,1
Interested in starting volunteer work. Any beginner-friendly organizations?,Service,1
Curious about volunteer opportunities. Where can I explore?,Service,1
Want to learn about weekly volunteering options. Any recommendations?,Service,1
Looking for occasional volunteer work around campus. Not seeking a big commitment.,Service,1
Interested in community service projects. Where can I start?,Service,1
New to volunteer work. Any organizations that can get me started?,Service,1
Curious about volunteer opportunities. Where should I begin?,Service,1
Want to learn about local weekly volunteering options. Any suggestions?,Service,1
Seeking occasional volunteer work around campus. Not looking for intense involvement.,Service,1
Where can I find community service projects? I'm new to this.,Service,1
Interested in starting volunteer work. Any beginner-friendly organizations?,Service,1
Where can I find a low-intensity fraternity? I'm looking for something light and easygoing.,Social,1
Are there any clubs for casual meetups and fun activities? I want to connect with people.,Social,1
Just got the new GTA6 game. Are there campus groups playing it too?,Social,1
Looking for laid-back social clubs that meet weekly.,Social,1
Considering fraternity rush. Seeking a balanced frat experience without excessive commitments.,Social,1
Want to join a chill fraternity. Not looking for anything intense.,Social,1
Any clubs for casual hangouts and games? I'm new to this.,Social,1
Recently got GTA6. Are there campus gaming groups?,Social,1
Seeking social clubs with weekly meetings. Not too serious.,Social,1
Interested in fraternity rush. Want a balanced experience.,Social,1
Where can I find a low-key fraternity? I'm new to this.,Social,1
Looking for clubs with casual meetups and fun activities.,Social,1
Curious about GTA6 gaming groups on campus.,Social,1
Seeking laid-back social clubs with weekly gatherings.,Social,1
Considering fraternity rush. Not looking for excessive commitments.,Social,1
Want to explore low-intensity fraternities.,Social,1
Any clubs for casual hangouts and games?,Social,1
Recently got GTA6. Any campus gaming groups?,Social,1
Seeking social clubs with relaxed weekly meetings.,Social,1
Interested in fraternity rush. Balanced experience preferred.,Social,1
Where can I learn about different STEM opportunities? I'm new to this area and looking for beginner-friendly options.,STEM,1
I just started learning about robotics. Any clubs or organizations for hands-on experience?,STEM,1
Interested in exploring medicine and healthcare sectors. Where can I find relevant resources?,STEM,1
New to blockchain technology. Any beginner-friendly groups for learning about investing?,STEM,1
Looking to explore the medical field. Where can I learn about its various domains?,STEM,1
Curious about STEM opportunities. Where should I begin?,STEM,1
Want to join a robotics club. Not looking for anything intense.,STEM,1
Where can I find information about medicine and healthcare sectors?,STEM,1
Interested in blockchain technology. Any groups for beginners?,STEM,1
Seeking beginner-friendly resources for exploring the medical field.,STEM,1
Where can I learn about different STEM opportunities? I'm just starting out.,STEM,1
Curious about robotics. Any clubs for hands-on experience?,STEM,1
Want to explore medicine and healthcare sectors. Any relevant resources?,STEM,1
New to blockchain technology. Any beginner-friendly groups?,STEM,1
Looking to learn about the medical field. Where can I find information?,STEM,1
Interested in STEM opportunities. Where should I start?,STEM,1
Want to join a robotics club. Not seeking intense involvement.,STEM,1
Where can I find information about medicine and healthcare sectors?,STEM,1
Interested in blockchain technology. Any groups for beginners?,STEM,1
Seeking beginner-friendly resources for exploring the medical field.,STEM,1
Looking for contemporary or ballroom dance classes beyond the basics. Any options available?,Arts,2
Interested in joining a club focused on art history and museum visits. Where can I get involved?,Arts,2
Former school newspaper journalist here. Is there a student newspaper or magazine I can contribute to?,Arts,2
Exploring digital art and graphic design. Any clubs that focus on Adobe software?,Arts,2
Seeking a club that organizes theater outings and discussions about plays.,Arts,2
Want to explore dance beyond the basics. Any contemporary or ballroom classes?,Arts,2
Curious about art history and museum visits. Where can I find a relevant club?,Arts,2
Former journalist interested in contributing. Is there a student newspaper or magazine?,Arts,2
Exploring digital art and graphic design. Any Adobe-focused clubs?,Arts,2
Seeking a theater club for outings and play discussions.,Arts,2
Looking for dance classes beyond the basics. Any contemporary or ballroom options?,Arts,2
Interested in art history and museum visits. Where can I get involved?,Arts,2
Former school newspaper journalist here. Is there a student publication I can contribute to?,Arts,2
Exploring digital art and graphic design. Any Adobe-related clubs?,Arts,2
Seeking a theater club for outings and play discussions.,Arts,2
Want to explore dance beyond the basics. Any contemporary or ballroom classes?,Arts,2
Curious about art history and museum visits. Where can I find a relevant club?,Arts,2
Former journalist interested in contributing. Is there a student newspaper or magazine?,Arts,2
Exploring digital art and graphic design. Any Adobe-focused clubs?,Arts,2
Seeking a theater club for outings and play discussions.,Arts,2
Looking for rock climbing gyms that offer lead climbing classes.,Athletics,2
Interested in a semi-competitive college tennis league that accommodates studies.,Athletics,2
Seeking a collegiate disc golf league that's semi-competitive and open to college students.,Athletics,2
Want to balance academics with basketball by joining a competitive intramural league.,Athletics,2
Curious about joining a cycling group for regular training rides. Nothing too intense.,Athletics,2
Looking for rock climbing gyms that offer lead climbing classes.,Athletics,2
Interested in a semi-competitive college tennis league that accommodates studies.,Athletics,2
Seeking a collegiate disc golf league that's semi-competitive and open to college students.,Athletics,2
Want to balance academics with basketball by joining a competitive intramural league.,Athletics,2
Curious about joining a cycling group for regular training rides. Nothing too intense.,Athletics,2
Looking for rock climbing gyms that offer lead climbing classes.,Athletics,2
Interested in a semi-competitive college tennis league that accommodates studies.,Athletics,2
Seeking a collegiate disc golf league that's semi-competitive and open to college students.,Athletics,2
Want to balance academics with basketball by joining a competitive intramural league.,Athletics,2
Curious about joining a cycling group for regular training rides. Nothing too intense.,Athletics,2
Looking for rock climbing gyms that offer lead climbing classes.,Athletics,2
Interested in a semi-competitive college tennis league that accommodates studies.,Athletics,2
Seeking a collegiate disc golf league that's semi-competitive and open to college students.,Athletics,2
Want to balance academics with basketball by joining a competitive intramural league.,Athletics,2
Curious about joining a cycling group for regular training rides. Nothing too intense.,Athletics,2
Looking for consulting opportunities. I've been in a business club for a year.,Business,2
Want to learn specifics in finance. Where should I go?,Business,2
Seeking to further my investment skills. Already have a foundation.,Business,2
Interested in networking within the business community. Any events or clubs?,Business,2
Want practical project management experience. Any club or internship opportunities?,Business,2
Looking for consulting opportunities. I've been in a business club for a year.,Business,2
Want to learn specifics in finance. Where should I go?,Business,2
Seeking to further my investment skills. Already have a foundation.,Business,2
Interested in networking within the business community. Any events or clubs?,Business,2
Want practical project management experience. Any club or internship opportunities?,Business,2
Looking for consulting opportunities. I've been in a business club for a year.,Business,2
Want to learn specifics in finance. Where should I go?,Business,2
Seeking to further my investment skills. Already have a foundation.,Business,2
Interested in networking within the business community. Any events or clubs?,Business,2
Want practical project management experience. Any club or internship opportunities?,Business,2
Looking for consulting opportunities. I've been in a business club for a year.,Business,2
Want to learn specifics in finance. Where should I go?,Business,2
Seeking to further my investment skills. Already have a foundation.,Business,2
Interested in networking within the business community. Any events or clubs?,Business,2
Want practical project management experience. Any club or internship opportunities?,Business,2
Where can I find meditation sessions or discussions on Hindu philosophy? I'm interested in exploring Hindu spirituality.,Culture,2
Looking for a club that celebrates Diwali and other South Asian festivals.,Culture,2
Interested in participating in a club that celebrates Hispanic heritage month with cultural events.,Culture,2
Want to practice a language outside of class. Any language partner programs or conversation exchanges with native speakers?,Culture,2
Seeking a workshop or club focused on Arabic calligraphy. Want to improve my skills.,Culture,2
Curious about meditation sessions or discussions on Hindu philosophy. Exploring Hindu spirituality.,Culture,2
Looking for a club that celebrates Diwali and other South Asian festivals.,Culture,2
Interested in participating in a club that celebrates Hispanic heritage month with cultural events.,Culture,2
Want to practice a language outside of class. Any language partner programs or conversation exchanges with native speakers?,Culture,2
Seeking a workshop or club focused on Arabic calligraphy. Want to improve my skills.,Culture,2
Where can I find meditation sessions or discussions on Hindu philosophy? I'm interested in exploring Hindu spirituality.,Culture,2
Looking for a club that celebrates Diwali and other South Asian festivals.,Culture,2
Interested in participating in a club that celebrates Hispanic heritage month with cultural events.,Culture,2
Want to practice a language outside of class. Any language partner programs or conversation exchanges with native speakers?,Culture,2
Seeking a workshop or club focused on Arabic calligraphy. Want to improve my skills.,Culture,2
Curious about meditation sessions or discussions on Hindu philosophy. Exploring Hindu spirituality.,Culture,2
Looking for a club that celebrates Diwali and other South Asian festivals.,Culture,2
Interested in participating in a club that celebrates Hispanic heritage month with cultural events.,Culture,2
Want to practice a language outside of class. Any language partner programs or conversation exchanges with native speakers?,Culture,2
Seeking a workshop or club focused on Arabic calligraphy. Want to improve my skills.,Culture,2
Where can I find leadership development programs focused on public service and governance? I'm looking for something regular but not too intense.,Government,2
Interested in discussions about government policies and issues. Not seeking an overwhelming commitment.,Government,2
Looking to join a club that collaborates with local government agencies on community projects. Want something regular.,Government,2
Seeking leadership roles in campus clubs focused on civic engagement and political advocacy.,Government,2
Want a student government internship program that offers hands-on experience in policy making and government operations.,Government,2
Curious about leadership development programs in public service and governance. Not looking for excessive commitments.,Government,2
Interested in discussions about government policies and issues. Want something manageable.,Government,2
Looking to collaborate with local government agencies on community projects. Seeking regular involvement.,Government,2
Seeking leadership roles in campus clubs related to civic engagement and political advocacy.,Government,2
Want a student government internship program with hands-on experience in policy making and government operations.,Government,2
Where can I find leadership development programs focused on public service and governance? I'm looking for something regular but not too intense.,Government,2
Interested in discussions about government policies and issues. Not seeking an overwhelming commitment.,Government,2
Looking to join a club that collaborates with local government agencies on community projects. Want something regular.,Government,2
Seeking leadership roles in campus clubs focused on civic engagement and political advocacy.,Government,2
Want a student government internship program that offers hands-on experience in policy making and government operations.,Government,2
Curious about leadership development programs in public service and governance. Not looking for excessive commitments.,Government,2
Interested in discussions about government policies and issues. Want something manageable.,Government,2
Looking to collaborate with local government agencies on community projects. Seeking regular involvement.,Government,2
Seeking leadership roles in campus clubs related to civic engagement and political advocacy.,Government,2
Want a student government internship program with hands-on experience in policy making and government operations.,Government,2
Looking for a club that focuses on professional ethics and leadership development. Want something regular.,Professional,2
Interested in job fairs. Looking to get my career together and find a job.,Professional,2
Seeking a club that connects students interested in education with teaching opportunities.,Professional,2
Want to shadow professionals in my field to learn about their work. Something regular.,Professional,2
Looking for a club that can help me get professional connections.,Professional,2
Curious about professional ethics and leadership development clubs. Want something manageable.,Professional,2
Interested in job fairs. Seeking career opportunities.,Professional,2
Seeking a club related to education and teaching opportunities.,Professional,2
Want to shadow professionals in my field. Something regular.,Professional,2
Looking for a club to build professional connections.,Professional,2
Curious about professional ethics and leadership development clubs. Want something manageable.,Professional,2
Interested in job fairs. Seeking career opportunities.,Professional,2
Seeking a club related to education and teaching opportunities.,Professional,2
Want to shadow professionals in my field. Something regular.,Professional,2
Looking for a club to build professional connections.,Professional,2
Curious about professional ethics and leadership development clubs. Want something manageable.,Professional,2
Interested in job fairs. Seeking career opportunities.,Professional,2
Seeking a club related to education and teaching opportunities.,Professional,2
Want to shadow professionals in my field. Something regular.,Professional,2
Looking for a club to build professional connections.,Professional,2
Looking for a Christian Bible study group to join on campus. Want something regular.,Religion,2
Interested in exploring options for attending religious services on campus.,Religion,2
Seeking study circles or groups to deepen my understanding of Judaism.,Religion,2
Curious about joining a group that explores the intersection of faith and social justice.,Religion,2
Want to connect with fellow students who share my religious beliefs. Something regular.,Religion,2
Looking for a Christian Bible study group to join on campus.,Religion,2
Interested in exploring options for attending religious services on campus.,Religion,2
Seeking study circles or groups to deepen my understanding of Judaism.,Religion,2
Curious about joining a group that explores the intersection of faith and social justice.,Religion,2
Want to connect with fellow students who share my religious beliefs. Something regular.,Religion,2
Looking for a Christian Bible study group to join on campus.,Religion,2
Interested in exploring options for attending religious services on campus.,Religion,2
Seeking study circles or groups to deepen my understanding of Judaism.,Religion,2
Curious about joining a group that explores the intersection of faith and social justice.,Religion,2
Want to connect with fellow students who share my religious beliefs. Something regular.,Religion,2
Looking for a Christian Bible study group to join on campus.,Religion,2
Interested in exploring options for attending religious services on campus.,Religion,2
Seeking study circles or groups to deepen my understanding of Judaism.,Religion,2
Curious about joining a group that explores the intersection of faith and social justice.,Religion,2
Want to connect with fellow students who share my religious beliefs. Something regular.,Religion,2
Looking for service organizations where I can contribute my skills and make a positive impact in the community.,Service,2
Interested in joining service organizations that provide ample opportunities for volunteering alongside other students.,Service,2
Looking for service organizations that offer a range of volunteer opportunities to accommodate different interests.,Service,2
In search of campus workshops on community development and outreach.,Service,2
Seeking opportunities to mentor other students in their coursework.,Service,2
Curious about service organizations where I can contribute my skills and make a positive impact in the community.,Service,2
Interested in joining service organizations that provide ample opportunities for volunteering alongside other students.,Service,2
Looking for service organizations that offer a range of volunteer opportunities to accommodate different interests.,Service,2
In search of campus workshops on community development and outreach.,Service,2
Seeking opportunities to mentor other students in their coursework.,Service,2
Where can I find service organizations where I can contribute my skills and make a positive impact in the community?,Service,2
Interested in joining service organizations that provide ample opportunities for volunteering alongside other students.,Service,2
Looking for service organizations that offer a range of volunteer opportunities to accommodate different interests.,Service,2
In search of campus workshops on community development and outreach.,Service,2
Seeking opportunities to mentor other students in their coursework.,Service,2
Curious about service organizations where I can contribute my skills and make a positive impact in the community.,Service,2
Interested in joining service organizations that provide ample opportunities for volunteering alongside other students.,Service,2
Looking for service organizations that offer a range of volunteer opportunities to accommodate different interests.,Service,2
In search of campus workshops on community development and outreach.,Service,2
Seeking opportunities to mentor other students in their coursework.,Service,2
Looking to rush a fraternity but nothing too intense.,Social,2
Interested in joining a sorority but not looking for an overwhelming commitment.,Social,2
Want to play on a casual competitive gaming league.,Social,2
Looking for clubs where I can eat and have fun with others. Semi-regular meetings pretty often but nothing too intense.,Social,2
Interested in meeting new people and making friends.,Social,2
Curious about rushing a fraternity but not seeking an overwhelming commitment.,Social,2
Want to join a sorority but not looking for an overwhelming commitment.,Social,2
Looking to play on a casual competitive gaming league.,Social,2
Interested in clubs where I can eat and have fun with others. Semi-regular meetings pretty often but nothing too intense.,Social,2
Curious about meeting new people and making friends.,Social,2
Looking to rush a fraternity but not seeking an overwhelming commitment.,Social,2
Interested in joining a sorority but not looking for an overwhelming commitment.,Social,2
Want to play on a casual competitive gaming league.,Social,2
Curious about clubs where I can eat and have fun with others. Semi-regular meetings pretty often but nothing too intense.,Social,2
Looking to meet new people and make friends.,Social,2
Curious about rushing a fraternity but not seeking an overwhelming commitment.,Social,2
Interested in joining a sorority but not looking for an overwhelming commitment.,Social,2
Curious about playing on a casual competitive gaming league.,Social,2
Curious about clubs where I can eat and have fun with others. Semi-regular meetings pretty often but nothing too intense.,Social,2
Curious about meeting new people and making friends.,Social,2
Curious about rushing a fraternity but not seeking an overwhelming commitment.,Social,2
Curious about joining a sorority but not looking for an overwhelming commitment.,Social,2
Curious about playing on a casual competitive gaming league.,Social,2
Curious about clubs where I can eat and have fun with others. Semi-regular meetings pretty often but nothing too intense.,Social,2
Curious about meeting new people and making friends.,Social,2
Curious about rushing a fraternity but not seeking an overwhelming commitment.,Social,2
Curious about joining a sorority but not looking for an overwhelming commitment.,Social,2
Curious about playing on a casual competitive gaming league.,Social,2
Curious about clubs where I can eat and have fun with others. Semi-regular meetings pretty often but nothing too intense.,Social,2
Looking to gain more experience in medicine. Want something regular.,STEM,2
Interested in exploring advanced topics in data science and analytics.,STEM,2
Seeking a club that offers hands-on experience with computer hardware and networking.,STEM,2
Curious about math clubs that focus on problem-solving competitions.,STEM,2
Want to further my skills and get hands-on engineering experience.,STEM,2
Looking to gain more experience in medicine. Want something regular.,STEM,2
Interested in exploring advanced topics in data science and analytics.,STEM,2
Seeking a club that offers hands-on experience with computer hardware and networking.,STEM,2
Curious about math clubs that focus on problem-solving competitions.,STEM,2
Want to further my skills and get hands-on engineering experience.,STEM,2
Looking to gain more experience in medicine. Want something regular.,STEM,2
Interested in exploring advanced topics in data science and analytics.,STEM,2
Seeking a club that offers hands-on experience with computer hardware and networking.,STEM,2
Curious about math clubs that focus on problem-solving competitions.,STEM,2
Want to further my skills and get hands-on engineering experience.,STEM,2
Looking to gain more experience in medicine. Want something regular.,STEM,2
Interested in exploring advanced topics in data science and analytics.,STEM,2
Seeking a club that offers hands-on experience with computer hardware and networking.,STEM,2
Curious about math clubs that focus on problem-solving competitions.,STEM,2
Want to further my skills and get hands-on engineering experience.,STEM,2
Are there any student chamber music groups seeking new members?,Arts,3
Looking to join a dynamic dance group for a major performance specializing in contemporary or hip-hop styles.,Arts,3
Seeking literary agencies or writing contests on campus to receive feedback and explore publishing opportunities for my completed novel.,Arts,3
Passionate about the cello and eager to find a student orchestra or ensemble performing challenging and virtuosic pieces.,Arts,3
Interested in collaborating with fellow musicians in a student chamber music ensemble.,Arts,3
Enthusiastically seeking a dance group for a high-profile performance with a focus on contemporary or hip-hop styles.,Arts,3
Aspiring writer seeking literary agencies or writing contests within the college community to showcase my novel.,Arts,3
Experienced cellist in search of a student orchestra or ensemble that tackles demanding and intricate compositions.,Arts,3
Passionate about chamber music and eager to contribute to a student ensemble.,Arts,3
Highly skilled dancer looking to join a performance-oriented group specializing in contemporary or hip-hop styles.,Arts,3
Writer with a completed novel seeking literary agencies or writing contests for feedback and potential publication.,Arts,3
Cellist with years of experience seeking a student orchestra or ensemble that performs challenging and virtuosic pieces.,Arts,3
Classically trained musician interested in joining a student chamber music group.,Arts,3
Passionate dancer looking for a performance-focused group specializing in contemporary or hip-hop styles.,Arts,3
Aspiring author seeking literary agencies or writing contests on campus to share my novel.,Arts,3
Experienced cellist in search of a student orchestra or ensemble performing intricate and demanding pieces.,Arts,3
Enthusiastic about chamber music and eager to participate in a student ensemble.,Arts,3
Skilled dancer looking to join a performance-oriented group with a focus on contemporary or hip-hop styles.,Arts,3
Writer with a completed novel interested in feedback and potential publication through literary agencies or writing contests.,Arts,3
Cellist with extensive experience seeking a student orchestra or ensemble that tackles virtuosic compositions.,Arts,3
Passionate musician looking to join a student chamber music group.,Arts,3
Seeking challenging sports clubs for rigorous physical activities.,Athletics,3
Passionate about joining multiple sports teams at college eager for participation opportunities.,Athletics,3
Lifelong baseball player in search of high-level competition within college leagues.,Athletics,3
Aspiring soccer player aiming to continue their journey in college with a competitive club team.,Athletics,3
Training for a bodybuilding competition and seeking gyms with experienced trainers.,Athletics,3
Enthusiastically looking for challenging sports clubs to engage in rigorous physical activities.,Athletics,3
Keen on joining multiple sports teams at college seeking active participation opportunities.,Athletics,3
Baseball enthusiast seeking high-level competition in college leagues.,Athletics,3
Soccer devotee aiming to continue their journey with a competitive club team in college.,Athletics,3
Preparing for a bodybuilding competition and in need of gyms with experienced trainers.,Athletics,3
Passionate about rigorous physical activities and eager to find challenging sports clubs.,Athletics,3
Interested in participating in multiple sports teams at college.,Athletics,3
Baseball player with a lifelong passion seeking high-level competition in college leagues.,Athletics,3
Soccer enthusiast looking to continue their journey with a competitive club team in college.,Athletics,3
Committed to training for a bodybuilding competition and seeking gyms with experienced trainers.,Athletics,3
Enthusiastic about rigorous physical activities and interested in challenging sports clubs.,Athletics,3
Seeking opportunities to join multiple sports teams at college.,Athletics,3
Baseball player with extensive experience looking for high-level competition in college leagues.,Athletics,3
Soccer enthusiast hoping to continue their journey with a competitive club team in college.,Athletics,3
Preparing for a bodybuilding competition and searching for gyms with experienced trainers.,Athletics,3
Seeking dynamic business clubs and organizations to fuel my passion for accounting.,Business,3
As a senior majoring in finance I'm eager for practical experience through internships and involvement in prestigious clubs.,Business,3
Passionate business student seeking extracurricular activities to enhance my accounting knowledge.,Business,3
Driven to participate in accounting competitions challenging myself and showcasing my skills.,Business,3
Junior accounting major looking for internship opportunities to gain practical experience.,Business,3
Enthusiastically exploring business clubs and organizations to deepen my accounting expertise.,Business,3
Senior finance student aiming for practical experience through internships and respected club involvement.,Business,3
Committed business student seeking extracurricular activities to expand my accounting knowledge.,Business,3
Aspiring to participate in accounting competitions demonstrating my skills and dedication.,Business,3
Junior accounting major eager for internship opportunities to gain hands-on experience.,Business,3
Passionate about accounting and actively seeking business clubs and organizations.,Business,3
Senior finance student pursuing practical experience through internships and rigorous club engagement.,Business,3
Driven business student looking for extracurricular activities to enhance my accounting expertise.,Business,3
Excited to participate in accounting competitions pushing my limits and showcasing my abilities.,Business,3
Junior accounting major in search of internship opportunities for practical learning.,Business,3
Devoted to exploring business clubs and organizations to deepen my understanding of accounting.,Business,3
Senior finance student seeking practical experience through internships and respected club affiliations.,Business,3
Passionate business student eager to expand my accounting knowledge through extracurricular activities.,Business,3
Aspiring to excel in accounting competitions demonstrating my expertise and commitment.,Business,3
Junior accounting major actively pursuing internship opportunities for hands-on learning.,Business,3
Exploring foreign exchange programs to deeply immerse myself in diverse cultures.,Culture,3
Passionate about cultural clubs and eager to express all aspects of my mixed heritage.,Culture,3
Enthusiastically seeking Chinese calligraphy workshops and cultural events.,Culture,3
Fascinated by African drumming and actively searching for intense drum circles and workshops.,Culture,3
Committed to immersing myself in Korean culture through language exchange programs and cultural events.,Culture,3
Seeking foreign exchange opportunities for an immersive cultural experience.,Culture,3
Embracing my mixed heritage and looking for culturally enriching clubs.,Culture,3
Passionate about Chinese calligraphy and eager to participate in related workshops and events.,Culture,3
Deeply interested in African drumming and actively seeking intense drum circles and workshops.,Culture,3
Devoted to immersing myself in Korean culture through language exchange programs and cultural events.,Culture,3
Exploring foreign exchange programs to delve deep into diverse cultural experiences.,Culture,3
Actively seeking cultural clubs to express all facets of my mixed background.,Culture,3
Keen on learning Chinese calligraphy through workshops and cultural events.,Culture,3
Fascinated by African drumming and in search of intense drum circles and workshops.,Culture,3
Committed to immersing myself in Korean culture via language exchange programs and cultural events.,Culture,3
Seeking foreign exchange opportunities for a profound cultural journey.,Culture,3
Embracing my mixed heritage and actively looking for culturally diverse clubs.,Culture,3
Passionate about Chinese calligraphy and eager to engage in related workshops and events.,Culture,3
Deeply interested in African drumming and actively pursuing intense drum circles and workshops.,Culture,3
Devoted to immersing myself in Korean culture through language exchange programs and cultural events.,Culture,3
Advocating for social justice through government channels: seeking a club with impactful initiatives.,Government,3
Aspiring to run for a powerful position in the school office: exploring clubs that foster leadership and influence.,Government,3
